gene,seq1,seq2,tm_score
wze,wze_seq63.pdb,wze_seq67.pdb,0.82868
wze,wze_seq63.pdb,wze_seq47.pdb,0.76959
wze,wze_seq59.pdb,wze_seq38.pdb,0.67824
wze,wze_seq59.pdb,wze_seq8.pdb,0.6977
wze,wze_seq59.pdb,wze_seq60.pdb,0.78401
wze,wze_seq59.pdb,wze_seq64.pdb,0.74006
wze,wze_seq59.pdb,wze_seq68.pdb,0.72394
wze,wze_seq59.pdb,wze_seq11.pdb,0.72836
wze,wze_seq59.pdb,wze_seq30.pdb,0.70231
wze,wze_seq59.pdb,wze_seq40.pdb,0.72074
wze,wze_seq59.pdb,wze_seq16.pdb,0.64762
wze,wze_seq59.pdb,wze_seq18.pdb,0.71721
wze,wze_seq59.pdb,wze_seq84.pdb,0.75474
wze,wze_seq59.pdb,wze_seq76.pdb,0.73359
wze,wze_seq59.pdb,wze_seq80.pdb,0.70908
wze,wze_seq59.pdb,wze_seq50.pdb,0.73738
wze,wze_seq59.pdb,wze_seq85.pdb,0.77696
wze,wze_seq59.pdb,wze_seq44.pdb,0.6999
wze,wze_seq59.pdb,wze_seq35.pdb,0.75158
wze,wze_seq59.pdb,wze_seq74.pdb,0.71583
wze,wze_seq59.pdb,wze_seq10.pdb,0.71223
wze,wze_seq59.pdb,wze_seq6.pdb,0.68439
wze,wze_seq59.pdb,wze_seq43.pdb,0.72433
wze,wze_seq59.pdb,wze_seq69.pdb,0.77179
wze,wze_seq59.pdb,wze_seq23.pdb,0.75032
wze,wze_seq59.pdb,wze_seq58.pdb,0.73735
wze,wze_seq59.pdb,wze_seq49.pdb,0.72022
wze,wze_seq59.pdb,wze_seq34.pdb,0.71436
wze,wze_seq59.pdb,wze_seq67.pdb,0.7839
wze,wze_seq59.pdb,wze_seq47.pdb,0.72346
wze,wze_seq38.pdb,wze_seq8.pdb,0.72822
wze,wze_seq38.pdb,wze_seq60.pdb,0.68119
wze,wze_seq38.pdb,wze_seq64.pdb,0.70927
wze,wze_seq38.pdb,wze_seq68.pdb,0.66922
wze,wze_seq38.pdb,wze_seq11.pdb,0.70197
wze,wze_seq38.pdb,wze_seq30.pdb,0.68576
wze,wze_seq38.pdb,wze_seq40.pdb,0.76557
wze,wze_seq38.pdb,wze_seq16.pdb,0.6416
wze,wze_seq38.pdb,wze_seq18.pdb,0.66029
wze,wze_seq38.pdb,wze_seq84.pdb,0.66857
wze,wze_seq38.pdb,wze_seq76.pdb,0.74767
wze,wze_seq38.pdb,wze_seq80.pdb,0.75637
wze,wze_seq38.pdb,wze_seq50.pdb,0.78437
wze,wze_seq38.pdb,wze_seq85.pdb,0.69999
wze,wze_seq38.pdb,wze_seq44.pdb,0.73353
wze,wze_seq38.pdb,wze_seq35.pdb,0.75917
wze,wze_seq38.pdb,wze_seq74.pdb,0.68156
wze,wze_seq38.pdb,wze_seq10.pdb,0.76626
wze,wze_seq38.pdb,wze_seq6.pdb,0.68704
wze,wze_seq38.pdb,wze_seq43.pdb,0.71073
wze,wze_seq38.pdb,wze_seq69.pdb,0.68892
wze,wze_seq38.pdb,wze_seq23.pdb,0.69321
wze,wze_seq38.pdb,wze_seq58.pdb,0.68158
wze,wze_seq38.pdb,wze_seq49.pdb,0.72849
wze,wze_seq38.pdb,wze_seq34.pdb,0.68598
wze,wze_seq38.pdb,wze_seq67.pdb,0.68371
wze,wze_seq38.pdb,wze_seq47.pdb,0.67713
wze,wze_seq8.pdb,wze_seq60.pdb,0.73598
wze,wze_seq8.pdb,wze_seq64.pdb,0.71416
wze,wze_seq8.pdb,wze_seq68.pdb,0.77814
wze,wze_seq8.pdb,wze_seq11.pdb,0.7129
wze,wze_seq8.pdb,wze_seq30.pdb,0.66947
wze,wze_seq8.pdb,wze_seq40.pdb,0.77939
wze,wze_seq8.pdb,wze_seq16.pdb,0.64845
wze,wze_seq8.pdb,wze_seq18.pdb,0.69108
wze,wze_seq8.pdb,wze_seq84.pdb,0.69209
wze,wze_seq8.pdb,wze_seq76.pdb,0.78704
wze,wze_seq8.pdb,wze_seq80.pdb,0.8363
wze,wze_seq8.pdb,wze_seq50.pdb,0.81612
wze,wze_seq8.pdb,wze_seq85.pdb,0.73077
wze,wze_seq8.pdb,wze_seq44.pdb,0.69284
wze,wze_seq8.pdb,wze_seq35.pdb,0.81545
wze,wze_seq8.pdb,wze_seq74.pdb,0.71615
wze,wze_seq8.pdb,wze_seq10.pdb,0.791
wze,wze_seq8.pdb,wze_seq6.pdb,0.70168
wze,wze_seq8.pdb,wze_seq43.pdb,0.82385
wze,wze_seq8.pdb,wze_seq69.pdb,0.75223
wze,wze_seq8.pdb,wze_seq23.pdb,0.76054
wze,wze_seq8.pdb,wze_seq58.pdb,0.66105
wze,wze_seq8.pdb,wze_seq49.pdb,0.71193
wze,wze_seq8.pdb,wze_seq34.pdb,0.71584
wze,wze_seq8.pdb,wze_seq67.pdb,0.73062
wze,wze_seq8.pdb,wze_seq47.pdb,0.70948
wze,wze_seq60.pdb,wze_seq64.pdb,0.80782
wze,wze_seq60.pdb,wze_seq68.pdb,0.80686
wze,wze_seq60.pdb,wze_seq11.pdb,0.75174
wze,wze_seq60.pdb,wze_seq30.pdb,0.74553
wze,wze_seq60.pdb,wze_seq40.pdb,0.75842
wze,wze_seq60.pdb,wze_seq16.pdb,0.65023
wze,wze_seq60.pdb,wze_seq18.pdb,0.76447
wze,wze_seq60.pdb,wze_seq84.pdb,0.72369
wze,wze_seq60.pdb,wze_seq76.pdb,0.77837
wze,wze_seq60.pdb,wze_seq80.pdb,0.7779
wze,wze_seq60.pdb,wze_seq50.pdb,0.76493
wze,wze_seq60.pdb,wze_seq85.pdb,0.85572
wze,wze_seq60.pdb,wze_seq44.pdb,0.66163
wze,wze_seq60.pdb,wze_seq35.pdb,0.75878
wze,wze_seq60.pdb,wze_seq74.pdb,0.76948
wze,wze_seq60.pdb,wze_seq10.pdb,0.70974
wze,wze_seq60.pdb,wze_seq6.pdb,0.74768
wze,wze_seq60.pdb,wze_seq43.pdb,0.72413
wze,wze_seq60.pdb,wze_seq69.pdb,0.83688
wze,wze_seq60.pdb,wze_seq23.pdb,0.81352
wze,wze_seq60.pdb,wze_seq58.pdb,0.71659
wze,wze_seq60.pdb,wze_seq49.pdb,0.77645
wze,wze_seq60.pdb,wze_seq34.pdb,0.70615
wze,wze_seq60.pdb,wze_seq67.pdb,0.82948
wze,wze_seq60.pdb,wze_seq47.pdb,0.76077
wze,wze_seq64.pdb,wze_seq68.pdb,0.73583
wze,wze_seq64.pdb,wze_seq11.pdb,0.78208
wze,wze_seq64.pdb,wze_seq30.pdb,0.82133
wze,wze_seq64.pdb,wze_seq40.pdb,0.76031
wze,wze_seq64.pdb,wze_seq16.pdb,0.7156
wze,wze_seq64.pdb,wze_seq18.pdb,0.70457
wze,wze_seq64.pdb,wze_seq84.pdb,0.749
wze,wze_seq64.pdb,wze_seq76.pdb,0.72392
wze,wze_seq64.pdb,wze_seq80.pdb,0.72432
wze,wze_seq64.pdb,wze_seq50.pdb,0.74198
wze,wze_seq64.pdb,wze_seq85.pdb,0.81744
wze,wze_seq64.pdb,wze_seq44.pdb,0.67006
wze,wze_seq64.pdb,wze_seq35.pdb,0.72165
wze,wze_seq64.pdb,wze_seq74.pdb,0.79414
wze,wze_seq64.pdb,wze_seq10.pdb,0.70268
wze,wze_seq64.pdb,wze_seq6.pdb,0.77304
wze,wze_seq64.pdb,wze_seq43.pdb,0.71043
wze,wze_seq64.pdb,wze_seq69.pdb,0.79616
wze,wze_seq64.pdb,wze_seq23.pdb,0.74956
wze,wze_seq64.pdb,wze_seq58.pdb,0.75461
wze,wze_seq64.pdb,wze_seq49.pdb,0.78434
wze,wze_seq64.pdb,wze_seq34.pdb,0.68247
wze,wze_seq64.pdb,wze_seq67.pdb,0.81701
wze,wze_seq64.pdb,wze_seq47.pdb,0.81231
wze,wze_seq68.pdb,wze_seq11.pdb,0.73935
wze,wze_seq68.pdb,wze_seq30.pdb,0.71477
wze,wze_seq68.pdb,wze_seq40.pdb,0.75615
wze,wze_seq68.pdb,wze_seq16.pdb,0.68215
wze,wze_seq68.pdb,wze_seq18.pdb,0.75588
wze,wze_seq68.pdb,wze_seq84.pdb,0.71652
wze,wze_seq68.pdb,wze_seq76.pdb,0.72118
wze,wze_seq68.pdb,wze_seq80.pdb,0.7629
wze,wze_seq68.pdb,wze_seq50.pdb,0.7563
wze,wze_seq68.pdb,wze_seq85.pdb,0.75815
wze,wze_seq68.pdb,wze_seq44.pdb,0.6594
wze,wze_seq68.pdb,wze_seq35.pdb,0.72231
wze,wze_seq68.pdb,wze_seq74.pdb,0.82398
wze,wze_seq68.pdb,wze_seq10.pdb,0.69691
wze,wze_seq68.pdb,wze_seq6.pdb,0.78331
wze,wze_seq68.pdb,wze_seq43.pdb,0.74416
wze,wze_seq68.pdb,wze_seq69.pdb,0.81721
wze,wze_seq68.pdb,wze_seq23.pdb,0.81973
wze,wze_seq68.pdb,wze_seq58.pdb,0.68085
wze,wze_seq68.pdb,wze_seq49.pdb,0.73335
wze,wze_seq68.pdb,wze_seq34.pdb,0.69143
wze,wze_seq68.pdb,wze_seq67.pdb,0.76436
wze,wze_seq68.pdb,wze_seq47.pdb,0.73039
wze,wze_seq11.pdb,wze_seq30.pdb,0.77494
wze,wze_seq11.pdb,wze_seq40.pdb,0.77115
wze,wze_seq11.pdb,wze_seq16.pdb,0.73287
wze,wze_seq11.pdb,wze_seq18.pdb,0.68979
wze,wze_seq11.pdb,wze_seq84.pdb,0.77561
wze,wze_seq11.pdb,wze_seq76.pdb,0.72241
wze,wze_seq11.pdb,wze_seq80.pdb,0.72424
wze,wze_seq11.pdb,wze_seq50.pdb,0.76724
wze,wze_seq11.pdb,wze_seq85.pdb,0.78999
wze,wze_seq11.pdb,wze_seq44.pdb,0.69849
wze,wze_seq11.pdb,wze_seq35.pdb,0.75729
wze,wze_seq11.pdb,wze_seq74.pdb,0.78124
wze,wze_seq11.pdb,wze_seq10.pdb,0.73789
wze,wze_seq11.pdb,wze_seq6.pdb,0.77275
wze,wze_seq11.pdb,wze_seq43.pdb,0.69573
wze,wze_seq11.pdb,wze_seq69.pdb,0.77232
wze,wze_seq11.pdb,wze_seq23.pdb,0.71692
wze,wze_seq11.pdb,wze_seq58.pdb,0.77124
wze,wze_seq11.pdb,wze_seq49.pdb,0.74936
wze,wze_seq11.pdb,wze_seq34.pdb,0.69111
wze,wze_seq11.pdb,wze_seq67.pdb,0.76515
wze,wze_seq11.pdb,wze_seq47.pdb,0.81288
wze,wze_seq30.pdb,wze_seq40.pdb,0.71918
wze,wze_seq30.pdb,wze_seq16.pdb,0.69219
wze,wze_seq30.pdb,wze_seq18.pdb,0.64336
wze,wze_seq30.pdb,wze_seq84.pdb,0.72747
wze,wze_seq30.pdb,wze_seq76.pdb,0.66756
wze,wze_seq30.pdb,wze_seq80.pdb,0.67973
wze,wze_seq30.pdb,wze_seq50.pdb,0.71416
wze,wze_seq30.pdb,wze_seq85.pdb,0.73745
wze,wze_seq30.pdb,wze_seq44.pdb,0.69168
wze,wze_seq30.pdb,wze_seq35.pdb,0.70507
wze,wze_seq30.pdb,wze_seq74.pdb,0.75715
wze,wze_seq30.pdb,wze_seq10.pdb,0.70616
wze,wze_seq30.pdb,wze_seq6.pdb,0.70405
wze,wze_seq30.pdb,wze_seq43.pdb,0.69221
wze,wze_seq30.pdb,wze_seq69.pdb,0.76574
wze,wze_seq30.pdb,wze_seq23.pdb,0.69528
wze,wze_seq30.pdb,wze_seq58.pdb,0.74188
wze,wze_seq30.pdb,wze_seq49.pdb,0.80206
wze,wze_seq30.pdb,wze_seq34.pdb,0.6577
wze,wze_seq30.pdb,wze_seq67.pdb,0.72608
wze,wze_seq30.pdb,wze_seq47.pdb,0.86557
wze,wze_seq40.pdb,wze_seq16.pdb,0.68897
wze,wze_seq40.pdb,wze_seq18.pdb,0.72042
wze,wze_seq40.pdb,wze_seq84.pdb,0.74665
wze,wze_seq40.pdb,wze_seq76.pdb,0.81653
wze,wze_seq40.pdb,wze_seq80.pdb,0.83437
wze,wze_seq40.pdb,wze_seq50.pdb,0.80469
wze,wze_seq40.pdb,wze_seq85.pdb,0.75121
wze,wze_seq40.pdb,wze_seq44.pdb,0.69548
wze,wze_seq40.pdb,wze_seq35.pdb,0.78755
wze,wze_seq40.pdb,wze_seq74.pdb,0.7882
wze,wze_seq40.pdb,wze_seq10.pdb,0.76582
wze,wze_seq40.pdb,wze_seq6.pdb,0.78652
wze,wze_seq40.pdb,wze_seq43.pdb,0.74783
wze,wze_seq40.pdb,wze_seq69.pdb,0.76857
wze,wze_seq40.pdb,wze_seq23.pdb,0.76379
wze,wze_seq40.pdb,wze_seq58.pdb,0.74761
wze,wze_seq40.pdb,wze_seq49.pdb,0.7148
wze,wze_seq40.pdb,wze_seq34.pdb,0.73727
wze,wze_seq40.pdb,wze_seq67.pdb,0.74777
wze,wze_seq40.pdb,wze_seq47.pdb,0.7654
wze,wze_seq16.pdb,wze_seq18.pdb,0.6299
wze,wze_seq16.pdb,wze_seq84.pdb,0.72644
wze,wze_seq16.pdb,wze_seq76.pdb,0.63487
wze,wze_seq16.pdb,wze_seq80.pdb,0.65016
wze,wze_seq16.pdb,wze_seq50.pdb,0.66644
wze,wze_seq16.pdb,wze_seq85.pdb,0.68687
wze,wze_seq16.pdb,wze_seq44.pdb,0.61373
wze,wze_seq16.pdb,wze_seq35.pdb,0.67026
wze,wze_seq16.pdb,wze_seq74.pdb,0.72393
wze,wze_seq16.pdb,wze_seq10.pdb,0.64827
wze,wze_seq16.pdb,wze_seq6.pdb,0.70016
wze,wze_seq16.pdb,wze_seq43.pdb,0.62791
wze,wze_seq16.pdb,wze_seq69.pdb,0.67769
wze,wze_seq16.pdb,wze_seq23.pdb,0.66382
wze,wze_seq16.pdb,wze_seq58.pdb,0.71718
wze,wze_seq16.pdb,wze_seq49.pdb,0.65538
wze,wze_seq16.pdb,wze_seq34.pdb,0.59646
wze,wze_seq16.pdb,wze_seq67.pdb,0.66275
wze,wze_seq16.pdb,wze_seq47.pdb,0.70075
wze,wze_seq18.pdb,wze_seq84.pdb,0.68562
wze,wze_seq18.pdb,wze_seq76.pdb,0.7994
wze,wze_seq18.pdb,wze_seq80.pdb,0.74914
wze,wze_seq18.pdb,wze_seq50.pdb,0.70534
wze,wze_seq18.pdb,wze_seq85.pdb,0.78192
wze,wze_seq18.pdb,wze_seq44.pdb,0.64762
wze,wze_seq18.pdb,wze_seq35.pdb,0.73889
wze,wze_seq18.pdb,wze_seq74.pdb,0.72682
wze,wze_seq18.pdb,wze_seq10.pdb,0.71035
wze,wze_seq18.pdb,wze_seq6.pdb,0.77818
wze,wze_seq18.pdb,wze_seq43.pdb,0.69665
wze,wze_seq18.pdb,wze_seq69.pdb,0.75965
wze,wze_seq18.pdb,wze_seq23.pdb,0.79807
wze,wze_seq18.pdb,wze_seq58.pdb,0.67439
wze,wze_seq18.pdb,wze_seq49.pdb,0.6898
wze,wze_seq18.pdb,wze_seq34.pdb,0.67679
wze,wze_seq18.pdb,wze_seq67.pdb,0.76878
wze,wze_seq18.pdb,wze_seq47.pdb,0.67531
wze,wze_seq84.pdb,wze_seq76.pdb,0.70168
wze,wze_seq84.pdb,wze_seq80.pdb,0.68373
wze,wze_seq84.pdb,wze_seq50.pdb,0.73114
wze,wze_seq84.pdb,wze_seq85.pdb,0.72813
wze,wze_seq84.pdb,wze_seq44.pdb,0.67706
wze,wze_seq84.pdb,wze_seq35.pdb,0.7113
wze,wze_seq84.pdb,wze_seq74.pdb,0.74172
wze,wze_seq84.pdb,wze_seq10.pdb,0.67317
wze,wze_seq84.pdb,wze_seq6.pdb,0.71114
wze,wze_seq84.pdb,wze_seq43.pdb,0.6784
wze,wze_seq84.pdb,wze_seq69.pdb,0.72178
wze,wze_seq84.pdb,wze_seq23.pdb,0.70685
wze,wze_seq84.pdb,wze_seq58.pdb,0.77096
wze,wze_seq84.pdb,wze_seq49.pdb,0.66778
wze,wze_seq84.pdb,wze_seq34.pdb,0.67462
wze,wze_seq84.pdb,wze_seq67.pdb,0.72895
wze,wze_seq84.pdb,wze_seq47.pdb,0.76581
wze,wze_seq76.pdb,wze_seq80.pdb,0.86997
wze,wze_seq76.pdb,wze_seq50.pdb,0.78434
wze,wze_seq76.pdb,wze_seq85.pdb,0.78564
wze,wze_seq76.pdb,wze_seq44.pdb,0.728
wze,wze_seq76.pdb,wze_seq35.pdb,0.83231
wze,wze_seq76.pdb,wze_seq74.pdb,0.72254
wze,wze_seq76.pdb,wze_seq10.pdb,0.80858
wze,wze_seq76.pdb,wze_seq6.pdb,0.71454
wze,wze_seq76.pdb,wze_seq43.pdb,0.76866
wze,wze_seq76.pdb,wze_seq69.pdb,0.76071
wze,wze_seq76.pdb,wze_seq23.pdb,0.7787
wze,wze_seq76.pdb,wze_seq58.pdb,0.69648
wze,wze_seq76.pdb,wze_seq49.pdb,0.71693
wze,wze_seq76.pdb,wze_seq34.pdb,0.80541
wze,wze_seq76.pdb,wze_seq67.pdb,0.76669
wze,wze_seq76.pdb,wze_seq47.pdb,0.7138
wze,wze_seq80.pdb,wze_seq50.pdb,0.83354
wze,wze_seq80.pdb,wze_seq85.pdb,0.7792
wze,wze_seq80.pdb,wze_seq44.pdb,0.7193
wze,wze_seq80.pdb,wze_seq35.pdb,0.81655
wze,wze_seq80.pdb,wze_seq74.pdb,0.72039
wze,wze_seq80.pdb,wze_seq10.pdb,0.80139
wze,wze_seq80.pdb,wze_seq6.pdb,0.73595
wze,wze_seq80.pdb,wze_seq43.pdb,0.77273
wze,wze_seq80.pdb,wze_seq69.pdb,0.77953
wze,wze_seq80.pdb,wze_seq23.pdb,0.79235
wze,wze_seq80.pdb,wze_seq58.pdb,0.68992
wze,wze_seq80.pdb,wze_seq49.pdb,0.7379
wze,wze_seq80.pdb,wze_seq34.pdb,0.75958
wze,wze_seq80.pdb,wze_seq67.pdb,0.76084
wze,wze_seq80.pdb,wze_seq47.pdb,0.7237
wze,wze_seq50.pdb,wze_seq85.pdb,0.7909
wze,wze_seq50.pdb,wze_seq44.pdb,0.72729
wze,wze_seq50.pdb,wze_seq35.pdb,0.83098
wze,wze_seq50.pdb,wze_seq74.pdb,0.7358
wze,wze_seq50.pdb,wze_seq10.pdb,0.78565
wze,wze_seq50.pdb,wze_seq6.pdb,0.71607
wze,wze_seq50.pdb,wze_seq43.pdb,0.77594
wze,wze_seq50.pdb,wze_seq69.pdb,0.77512
wze,wze_seq50.pdb,wze_seq23.pdb,0.76352
wze,wze_seq50.pdb,wze_seq58.pdb,0.73399
wze,wze_seq50.pdb,wze_seq49.pdb,0.74222
wze,wze_seq50.pdb,wze_seq34.pdb,0.7086
wze,wze_seq50.pdb,wze_seq67.pdb,0.76489
wze,wze_seq50.pdb,wze_seq47.pdb,0.77365
wze,wze_seq85.pdb,wze_seq44.pdb,0.71259
wze,wze_seq85.pdb,wze_seq35.pdb,0.81583
wze,wze_seq85.pdb,wze_seq74.pdb,0.77017
wze,wze_seq85.pdb,wze_seq10.pdb,0.77129
wze,wze_seq85.pdb,wze_seq6.pdb,0.7767
wze,wze_seq85.pdb,wze_seq43.pdb,0.72762
wze,wze_seq85.pdb,wze_seq69.pdb,0.83367
wze,wze_seq85.pdb,wze_seq23.pdb,0.83524
wze,wze_seq85.pdb,wze_seq58.pdb,0.76109
wze,wze_seq85.pdb,wze_seq49.pdb,0.78487
wze,wze_seq85.pdb,wze_seq34.pdb,0.71222
wze,wze_seq85.pdb,wze_seq67.pdb,0.85212
wze,wze_seq85.pdb,wze_seq47.pdb,0.79963
wze,wze_seq44.pdb,wze_seq35.pdb,0.75282
wze,wze_seq44.pdb,wze_seq74.pdb,0.65311
wze,wze_seq44.pdb,wze_seq10.pdb,0.74659
wze,wze_seq44.pdb,wze_seq6.pdb,0.6308
wze,wze_seq44.pdb,wze_seq43.pdb,0.72474
wze,wze_seq44.pdb,wze_seq69.pdb,0.67914
wze,wze_seq44.pdb,wze_seq23.pdb,0.68259
wze,wze_seq44.pdb,wze_seq58.pdb,0.69787
wze,wze_seq44.pdb,wze_seq49.pdb,0.6825
wze,wze_seq44.pdb,wze_seq34.pdb,0.80083
wze,wze_seq44.pdb,wze_seq67.pdb,0.67491
wze,wze_seq44.pdb,wze_seq47.pdb,0.71989
wze,wze_seq35.pdb,wze_seq74.pdb,0.7294
wze,wze_seq35.pdb,wze_seq10.pdb,0.85403
wze,wze_seq35.pdb,wze_seq6.pdb,0.7273
wze,wze_seq35.pdb,wze_seq43.pdb,0.80002
wze,wze_seq35.pdb,wze_seq69.pdb,0.76395
wze,wze_seq35.pdb,wze_seq23.pdb,0.79466
wze,wze_seq35.pdb,wze_seq58.pdb,0.7477
wze,wze_seq35.pdb,wze_seq49.pdb,0.72428
wze,wze_seq35.pdb,wze_seq34.pdb,0.7372
wze,wze_seq35.pdb,wze_seq67.pdb,0.76243
wze,wze_seq35.pdb,wze_seq47.pdb,0.74854
wze,wze_seq74.pdb,wze_seq10.pdb,0.69327
wze,wze_seq74.pdb,wze_seq6.pdb,0.7923
wze,wze_seq74.pdb,wze_seq43.pdb,0.70384
wze,wze_seq74.pdb,wze_seq69.pdb,0.81187
wze,wze_seq74.pdb,wze_seq23.pdb,0.77819
wze,wze_seq74.pdb,wze_seq58.pdb,0.74103
wze,wze_seq74.pdb,wze_seq49.pdb,0.72641
wze,wze_seq74.pdb,wze_seq34.pdb,0.67595
wze,wze_seq74.pdb,wze_seq67.pdb,0.77204
wze,wze_seq74.pdb,wze_seq47.pdb,0.77419
wze,wze_seq10.pdb,wze_seq6.pdb,0.68264
wze,wze_seq10.pdb,wze_seq43.pdb,0.7759
wze,wze_seq10.pdb,wze_seq69.pdb,0.72037
wze,wze_seq10.pdb,wze_seq23.pdb,0.73315
wze,wze_seq10.pdb,wze_seq58.pdb,0.71954
wze,wze_seq10.pdb,wze_seq49.pdb,0.7396
wze,wze_seq10.pdb,wze_seq34.pdb,0.72155
wze,wze_seq10.pdb,wze_seq67.pdb,0.70762
wze,wze_seq10.pdb,wze_seq47.pdb,0.71748
wze,wze_seq6.pdb,wze_seq43.pdb,0.67373
wze,wze_seq6.pdb,wze_seq69.pdb,0.73629
wze,wze_seq6.pdb,wze_seq23.pdb,0.76973
wze,wze_seq6.pdb,wze_seq58.pdb,0.72608
wze,wze_seq6.pdb,wze_seq49.pdb,0.68492
wze,wze_seq6.pdb,wze_seq34.pdb,0.65504
wze,wze_seq6.pdb,wze_seq67.pdb,0.75223
wze,wze_seq6.pdb,wze_seq47.pdb,0.72708
wze,wze_seq43.pdb,wze_seq69.pdb,0.74569
wze,wze_seq43.pdb,wze_seq23.pdb,0.73501
wze,wze_seq43.pdb,wze_seq58.pdb,0.70707
wze,wze_seq43.pdb,wze_seq49.pdb,0.70508
wze,wze_seq43.pdb,wze_seq34.pdb,0.73662
wze,wze_seq43.pdb,wze_seq67.pdb,0.73766
wze,wze_seq43.pdb,wze_seq47.pdb,0.71966
wze,wze_seq69.pdb,wze_seq23.pdb,0.78586
wze,wze_seq69.pdb,wze_seq58.pdb,0.71405
wze,wze_seq69.pdb,wze_seq49.pdb,0.78835
wze,wze_seq69.pdb,wze_seq34.pdb,0.71756
wze,wze_seq69.pdb,wze_seq67.pdb,0.84968
wze,wze_seq69.pdb,wze_seq47.pdb,0.78661
wze,wze_seq23.pdb,wze_seq58.pdb,0.70322
wze,wze_seq23.pdb,wze_seq49.pdb,0.74284
wze,wze_seq23.pdb,wze_seq34.pdb,0.69449
wze,wze_seq23.pdb,wze_seq67.pdb,0.77871
wze,wze_seq23.pdb,wze_seq47.pdb,0.73194
wze,wze_seq58.pdb,wze_seq49.pdb,0.68526
wze,wze_seq58.pdb,wze_seq34.pdb,0.65967
wze,wze_seq58.pdb,wze_seq67.pdb,0.73884
wze,wze_seq58.pdb,wze_seq47.pdb,0.76173
wze,wze_seq49.pdb,wze_seq34.pdb,0.66546
wze,wze_seq49.pdb,wze_seq67.pdb,0.75052
wze,wze_seq49.pdb,wze_seq47.pdb,0.76573
wze,wze_seq34.pdb,wze_seq67.pdb,0.72499
wze,wze_seq34.pdb,wze_seq47.pdb,0.69642
wze,wze_seq67.pdb,wze_seq47.pdb,0.75038
gct,gct_seq14.pdb,gct_seq5.pdb,0.37466
gct,gct_seq14.pdb,gct_seq7.pdb,0.33794
gct,gct_seq14.pdb,gct_seq9.pdb,0.32782
gct,gct_seq14.pdb,gct_seq0.pdb,0.32437
gct,gct_seq14.pdb,gct_seq15.pdb,0.4758
gct,gct_seq14.pdb,gct_seq4.pdb,0.32674
gct,gct_seq14.pdb,gct_seq13.pdb,0.46073
gct,gct_seq14.pdb,gct_seq3.pdb,0.3336
gct,gct_seq14.pdb,gct_seq16.pdb,0.56085
gct,gct_seq14.pdb,gct_seq2.pdb,0.33429
gct,gct_seq14.pdb,gct_seq11.pdb,0.40243
gct,gct_seq14.pdb,gct_seq17.pdb,0.33093
gct,gct_seq14.pdb,gct_seq8.pdb,0.32782
gct,gct_seq14.pdb,gct_seq1.pdb,0.33171
gct,gct_seq14.pdb,gct_seq12.pdb,0.34879
gct,gct_seq14.pdb,gct_seq10.pdb,0.32214
gct,gct_seq14.pdb,gct_seq6.pdb,0.32893
gct,gct_seq5.pdb,gct_seq7.pdb,0.68403
gct,gct_seq5.pdb,gct_seq9.pdb,0.60798
gct,gct_seq5.pdb,gct_seq0.pdb,0.60646
gct,gct_seq5.pdb,gct_seq15.pdb,0.55208
gct,gct_seq5.pdb,gct_seq4.pdb,0.61181
gct,gct_seq5.pdb,gct_seq13.pdb,0.53759
gct,gct_seq5.pdb,gct_seq3.pdb,0.62081
gct,gct_seq5.pdb,gct_seq16.pdb,0.52249
gct,gct_seq5.pdb,gct_seq2.pdb,0.60218
gct,gct_seq5.pdb,gct_seq11.pdb,0.68292
gct,gct_seq5.pdb,gct_seq17.pdb,0.65657
gct,gct_seq5.pdb,gct_seq8.pdb,0.62363
gct,gct_seq5.pdb,gct_seq1.pdb,0.61278
gct,gct_seq5.pdb,gct_seq12.pdb,0.36687
gct,gct_seq5.pdb,gct_seq10.pdb,0.62217
gct,gct_seq5.pdb,gct_seq6.pdb,0.60115
gct,gct_seq7.pdb,gct_seq9.pdb,0.75948
gct,gct_seq7.pdb,gct_seq0.pdb,0.6721
gct,gct_seq7.pdb,gct_seq15.pdb,0.5276
gct,gct_seq7.pdb,gct_seq4.pdb,0.67852
gct,gct_seq7.pdb,gct_seq13.pdb,0.53295
gct,gct_seq7.pdb,gct_seq3.pdb,0.68917
gct,gct_seq7.pdb,gct_seq16.pdb,0.49248
gct,gct_seq7.pdb,gct_seq2.pdb,0.68268
gct,gct_seq7.pdb,gct_seq11.pdb,0.75628
gct,gct_seq7.pdb,gct_seq17.pdb,0.67456
gct,gct_seq7.pdb,gct_seq8.pdb,0.70819
gct,gct_seq7.pdb,gct_seq1.pdb,0.66915
gct,gct_seq7.pdb,gct_seq12.pdb,0.33267
gct,gct_seq7.pdb,gct_seq10.pdb,0.70209
gct,gct_seq7.pdb,gct_seq6.pdb,0.72167
gct,gct_seq9.pdb,gct_seq0.pdb,0.78849
gct,gct_seq9.pdb,gct_seq15.pdb,0.58206
gct,gct_seq9.pdb,gct_seq4.pdb,0.77451
gct,gct_seq9.pdb,gct_seq13.pdb,0.51504
gct,gct_seq9.pdb,gct_seq3.pdb,0.76106
gct,gct_seq9.pdb,gct_seq16.pdb,0.48155
gct,gct_seq9.pdb,gct_seq2.pdb,0.80216
gct,gct_seq9.pdb,gct_seq11.pdb,0.70236
gct,gct_seq9.pdb,gct_seq17.pdb,0.75512
gct,gct_seq9.pdb,gct_seq8.pdb,0.80635
